strain,virus,gisaid_epi_isl,genbank_accession,date,region,country,division,location,region_exposure,country_exposure,division_exposure,segment,length,host,age,sex,Nextstrain_clade,pangolin_lineage,GISAID_clade,originating_lab,submitting_lab,authors,url,title,paper_url,date_submitted,purpose_of_sequencing
hCoV-19/England/LIVE-1D2D69/2020,betacoronavirus,EPI_ISL_612421,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2DA5/2020,betacoronavirus,EPI_ISL_612422,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2DD2/2020,betacoronavirus,EPI_ISL_612423,?,29/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.93,G,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2DE1/2020,betacoronavirus,EPI_ISL_612424,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.13,GH,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2DF0/2020,betacoronavirus,EPI_ISL_612425,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E0C/2020,betacoronavirus,EPI_ISL_612426,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E2A/2020,betacoronavirus,EPI_ISL_612427,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E39/2020,betacoronavirus,EPI_ISL_612428,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1.1,GR,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E48/2020,betacoronavirus,EPI_ISL_612429,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1,G,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E57/2020,betacoronavirus,EPI_ISL_612430,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1,GH,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2E93/2020,betacoronavirus,EPI_ISL_612431,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1,GH,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/LIVE-1D2EB1/2020,betacoronavirus,EPI_ISL_612432,?,02/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29806,Human,unknown,unknown,?,B.1,GH,Liverpool Clinical Laboratories,COVID-19 Genomics UK (COG-UK) Consortium,"Sam Haldenby, Anita Lucaci, Steve Paterson, Julian Hiscox, Alistair Darby, M Almsaud, A Alrezaihi, Muhannad Alruwaili, Stuart D Armstrong, Jones Benjamin, Eleanor G Bentley, Anu Chawla, Jordan J Clark, Angela Cowell, Richard Eccles, Isabel García-Dorival, Matthew Gemmell, Alessandro Gerada, PKF Gilmore, Richard Gregory, Ximeng Han, Catherine Hartley, Margaret Hughes, Miren Iturriza-Gomara, James Johnson, L Luu, Jenifer Manson, Charlotte Nelson, Elaine O’Toole, Cassie Olateju, Rebekah Penrice-Randal , Lucille Rainbow, N.P Randle, Trevor Ian Robinson, Parul Sharma, Ghada T Shawli, James P Stewart, Neil Swainston, Ecaterina Vamos, Joanne Watts, Mark Whitehead",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D213F/2020,betacoronavirus,EPI_ISL_613282,?,21/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D21A8/2020,betacoronavirus,EPI_ISL_613283,?,22/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B,V,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D21C6/2020,betacoronavirus,EPI_ISL_613284,?,22/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.296,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D220F/2020,betacoronavirus,EPI_ISL_613285,?,22/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D2287/2020,betacoronavirus,EPI_ISL_613286,?,23/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.40,V,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D22E1/2020,betacoronavirus,EPI_ISL_613287,?,23/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,03/11/2020,?
hCoV-19/England/PORT-2D31A7/2020,betacoronavirus,EPI_ISL_628312,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D31B6/2020,betacoronavirus,EPI_ISL_628313,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D31C5/2020,betacoronavirus,EPI_ISL_628314,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D31E3/2020,betacoronavirus,EPI_ISL_628315,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.147,G,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D320E/2020,betacoronavirus,EPI_ISL_628316,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D322C/2020,betacoronavirus,EPI_ISL_628317,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D3259/2020,betacoronavirus,EPI_ISL_628318,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.369,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/PORT-2D3277/2020,betacoronavirus,EPI_ISL_628319,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Centre for Enzyme Innovation, University of Portsmouth / Translational Research Laboratory, Portsmouth Hospitals NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Angela Beckett,Yann Bourgeois,Garry Scarlett,Sharon Glaysher,Scott Elliott,Kelly Bicknell,Robert Impey,Allyson Lloyd,Sarah Wyllie,Ethan Butcher,Anoop Chauhan,Samuel Robson",https://www.gisaid.org/,?,?,09/11/2020,?
hCoV-19/England/Kunming_kms-3/2020,betacoronavirus,EPI_ISL_639740,?,29/03/2020,Europe,United Kingdom,England,London,Europe,United Kingdom,England,genome,29904,Human,unknown,unknown,?,B.1.1,GR,"Respiratory virus Laboratory, Chinese Academy of Medical Science","Respiratory virus Laboratory, Chinese Academy of Medical Science","Li,J., Zhen,H., Chen,Y. and Liu,L.",https://www.gisaid.org/,?,?,16/11/2020,?
hCoV-19/England/LOND-1250628/2020,betacoronavirus,EPI_ISL_664742,?,23/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29822,Human,unknown,unknown,?,B.40,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F99C/2020,betacoronavirus,EPI_ISL_664744,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29807,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F158/2020,betacoronavirus,EPI_ISL_665143,?,24/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F167/2020,betacoronavirus,EPI_ISL_665144,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F1B2/2020,betacoronavirus,EPI_ISL_665145,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F659/2020,betacoronavirus,EPI_ISL_665162,?,20/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F668/2020,betacoronavirus,EPI_ISL_665163,?,20/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F6C2/2020,betacoronavirus,EPI_ISL_665164,?,21/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B.40,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F6D1/2020,betacoronavirus,EPI_ISL_665165,?,21/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29816,Human,unknown,unknown,?,B.1,G,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F6FF/2020,betacoronavirus,EPI_ISL_665166,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29819,Human,unknown,unknown,?,B.1.1.369,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F71A/2020,betacoronavirus,EPI_ISL_665167,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29815,Human,unknown,unknown,?,B.1.1,GR,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
hCoV-19/England/LOND-124F738/2020,betacoronavirus,EPI_ISL_665168,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29818,Human,unknown,unknown,?,B,V,University College London Hospital,COVID-19 Genomics UK (COG-UK) Consortium,"Judith Heaney, Matthew Byott, Catherine Houlihan, Dan Frampton, Stuart Kirk, Moira Spyer and Eleni Nastouli",https://www.gisaid.org/,?,?,30/11/2020,?
